Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[developmental stage],Characteristics[disease],Characteristics[cell type],Characteristics[FACS marker],Characteristics[organism part],Characteristics[stimulus],Characteristics[inferred cell type],Characteristics[plate identity],Characteristics[run id],Characteristics[single cell well quality],Characteristics[post analysis well quality],Material Type,Protocol REF,Protocol REF_1,Protocol REF_2,Protocol REF_3,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Comment[ORIENTATION],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[single cell isolation],Comment[spike in],Protocol REF_4,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Comment[ENA_RUN],Factor Value[single cell identifier],Factor Value[cell type],Factor Value[FACS marker],Factor Value[organism part],Factor Value[stimulus],Factor Value[inferred cell type],cellID,cellType,cellPart,stimulus,nGene,nUMI,Plate.identity,Well,V1,SANGER.SAMPLE.ID,SAMPLE.DESCRIPTION,original_label,id_run,sample_common_name,study,num_processed,num_mapped,percent_mapped,perc_ERCC,perc_mt,n_genes,log10_reads,tissue,treat,tissue_treat,cell_type,dim1_remTot,dim2_remTot,cc_phase,dbscan_cl,rskc_cl,rskc_subcl,db_rskc_subcl,rf_DCs,ct_simp,n_genes_sub,rn,All.Events..Events,All.Events.CD1a_APC.633.660.20.A.Median,All.Events.CD1c_AF700.633.730.45.A.Median,All.Events.CD14_APCCy7.633.780.60.A.Median,All.Events.ECAD_fitc.488.530.30.A.Median,All.Events.CD11b_PerCP.488.670.30.A.Median,All.Events.BDCA4_PE.561.585.15.A.Median,All.Events.CD86_Dazzle.561.610.20.A.Median,All.Events.CD123_PECy7.561.780.60.A.Median,All.Events.CD11c_BV421.405.450.50.A.Median,All.Events.Aqua.405.525.50.A.Median,All.Events.CD3_BV650.405.660.20.A.Median,All.Events.HLADR_BV785.405.780.60.A.Median,CD1a_class,orig.ident,res.0.2,res.0.4,res.0.6,res.0.8,res.1,res.1.2,res.1.4,res.1.6,res.1.8,res.2,res.2.2,res.2.4,res.2.6,cl_coarse,ct_cluster_merg,cl_redone
24013_#144,ERS3961489,SAMEA6161478,Homo sapiens,adult,normal,dendritic cell,CD1a+ CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#144,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#144,sequencing assay,ERX3641125,ERR3649041,cell24013_144,dendritic cell,CD1a+ CD123Int BDCA2+,skin,none,activated dendritic cell,cell24013_144,activated dendritic cell,skin,none,8433,431834.348655761,CF03YBY3,F12,24013_#144,4375STDY7083897,Single cell F12,CD1a+ CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,734648,432232,58.83525171,2.31357e-4,0.016867309,4003,5.635715952,Skin,Untreated,NIL,CD1a+ CD123Int BDCA2+ cells,-5.093184537,-1.170382479,G2M,cl3,cl4,cl4_subcl2_1,cl3_subcl3_2,DC1,pDC_CD123Int,3949,cell24013_144,1,14325,16599,5560,180,409,3525,32013,33166,1121,-27,-314,61021,CD1a_p,cell24013,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
24013_#134,ERS3961478,SAMEA6161467,Homo sapiens,adult,normal,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#134,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#134,sequencing assay,ERX3641114,ERR3649030,cell24013_134,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,cell24013_134,activated dendritic cell,skin,none,10105,574398.787810791,CF03YBY3,F2,24013_#134,4375STDY7083887,Single cell F2,CD1a- CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,759350,574977,75.71962863,0,0.110775089,5584,5.759650557,Skin,Untreated,NIL,CD1a- CD123Int BDCA2+ cells,-5.229142502,-9.418580941,G1,cl3,cl4,cl4_subcl2_1,cl3_subcl3_1,DC1,pDC_CD123Int,5486,cell24013_134,1,207,5305,1550,216,788,798,7620,1333,723,70,-69,45130,CD1a_n,cell24013,0,0,0,0,2,2,2,2,3,3,3,3,3,2,3,1
24013_#135,ERS3961479,SAMEA6161468,Homo sapiens,adult,normal,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#135,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#135,sequencing assay,ERX3641115,ERR3649031,cell24013_135,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,cell24013_135,activated dendritic cell,skin,none,9581,485476.275890401,CF03YBY3,F3,24013_#135,4375STDY7083888,Single cell F3,CD1a- CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,619550,485830,78.41659269,2.05833e-4,0.217613215,5305,5.686483514,Skin,Untreated,NIL,CD1a- CD123Int BDCA2+ cells,-4.638563511,-8.92034682,G1,cl3,cl4,cl4_subcl2_1,cl3_subcl3_1,DC1,pDC_CD123Int,5214,cell24013_135,1,14,5923,1526,304,246,1062,10493,2761,850,146,-159,30051,CD1a_n,cell24013,0,0,0,0,2,2,2,2,3,3,3,3,3,2,3,1
24013_#136,ERS3961480,SAMEA6161469,Homo sapiens,adult,normal,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#136,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#136,sequencing assay,ERX3641116,ERR3649032,cell24013_136,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,cell24013_136,activated dendritic cell,skin,none,9718,522643.481971623,CF03YBY3,F4,24013_#136,4375STDY7083889,Single cell F4,CD1a- CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,703944,523566,74.37608673,0.010695883,0.239867559,5005,5.718924935,Skin,Untreated,NIL,CD1a- CD123Int BDCA2+ cells,-4.58188243,-8.089859285,G1,cl3,cl4,cl4_subcl2_1,cl3_subcl3_1,DC1,pDC_CD123Int,4881,cell24013_136,1,-23,5284,374,167,-291,1212,11254,4544,446,114,88,26128,CD1a_n,cell24013,0,0,0,0,2,2,2,2,3,3,3,3,3,2,3,1
24013_#137,ERS3961481,SAMEA6161470,Homo sapiens,adult,normal,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#137,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#137,sequencing assay,ERX3641117,ERR3649033,cell24013_137,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,cell24013_137,activated dendritic cell,skin,none,8974,352175.728360753,CF03YBY3,F5,24013_#137,4375STDY7083890,Single cell F5,CD1a- CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,458123,352507,76.94592937,0,0.140378235,4795,5.547167773,Skin,Untreated,NIL,CD1a- CD123Int BDCA2+ cells,-5.446135718,-8.026926526,G1,cl3,cl4,cl4_subcl2_1,cl3_subcl3_1,DC1,pDC_CD123Int,4724,cell24013_137,1,158,2503,827,91,851,1516,11901,2046,865,8,-13,45825,CD1a_n,cell24013,0,0,0,0,2,2,2,2,3,3,3,3,3,2,3,1
24013_#138,ERS3961482,SAMEA6161471,Homo sapiens,adult,normal,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,plasmacytoid dendritic cell,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#138,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#138,sequencing assay,ERX3641118,ERR3649034,cell24013_138,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,plasmacytoid dendritic cell,cell24013_138,plasmacytoid dendritic cell,skin,none,12204,487952.523154076,CF03YBY3,F6,24013_#138,4375STDY7083891,Single cell F6,CD1a- CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,760639,489139,64.30632665,2.04441e-4,0.055570535,6867,5.68943136,Skin,Untreated,NIL,CD1a- CD123Int BDCA2+ cells,11.08504977,-8.966224986,S,cl2,cl1,cl1_subcl2_1,cl2_subcl2_1,DC6,pDC_CD123Int,6705,cell24013_138,1,81,-150,582,204,230,4797,56,34155,-86,152,-216,2750,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
24013_#140,ERS3961485,SAMEA6161474,Homo sapiens,adult,normal,dendritic cell,CD1a+ CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#140,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#140,sequencing assay,ERX3641121,ERR3649037,cell24013_140,dendritic cell,CD1a+ CD123Int BDCA2+,skin,none,activated dendritic cell,cell24013_140,activated dendritic cell,skin,none,8157,478007.566376244,CF03YBY3,F8,24013_#140,4375STDY7083893,Single cell F8,CD1a+ CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,587147,478358,81.47159059,0,0.151241192,4262,5.679753019,Skin,Untreated,NIL,CD1a+ CD123Int BDCA2+ cells,-6.661426218,-8.004111526,G1,cl3,cl4,cl4_subcl2_1,cl3_subcl3_1,DC1,pDC_CD123Int,4180,cell24013_140,1,16011,14740,2415,170,980,1076,9658,35468,716,116,-433,51854,CD1a_p,cell24013,0,0,0,0,2,2,2,2,3,3,3,3,3,2,3,1
24013_#141,ERS3961486,SAMEA6161475,Homo sapiens,adult,normal,dendritic cell,CD1a+ CD123Int BDCA2+,skin,none,monocyte,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#141,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#141,sequencing assay,ERX3641122,ERR3649038,cell24013_141,dendritic cell,CD1a+ CD123Int BDCA2+,skin,none,monocyte,cell24013_141,monocyte,skin,none,10305,369490.68467068,CF03YBY3,F9,24013_#141,4375STDY7083894,Single cell F9,CD1a+ CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,815490,370565,45.44077794,0,0.098519815,5301,5.568864467,Skin,Untreated,NIL,CD1a+ CD123Int BDCA2+ cells,3.352749018,12.35120072,G2M,cl5,cl5,cl5_subcl2_2,cl5_subcl3_3,DC1,pDC_CD123Int,5201,cell24013_141,1,36331,3154,55087,-25,5248,1232,861,6236,651,103,-152,2290,CD1a_p,cell24013,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1
24013_#166,ERS3961513,SAMEA6161502,Homo sapiens,adult,normal,dendritic cell,CD1a+ CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#166,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#166,sequencing assay,ERX3641149,ERR3649065,cell24013_166,dendritic cell,CD1a+ CD123Int BDCA2+,skin,none,activated dendritic cell,cell24013_166,activated dendritic cell,skin,none,4320,892072.143007511,CF03YBY3,G10,24013_#166,4375STDY7083919,Single cell G10,CD1a+ CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,1054010,892477,84.67443383,2.24095e-4,0.256190254,1903,5.950596057,Skin,Untreated,NIL,CD1a+ CD123Int BDCA2+ cells,-11.05946098,6.59618691,G1,cl1,cl6,cl6_subcl2_2,cl1_subcl2_1,DC1,pDC_CD123Int,1860,cell24013_166,1,2692,24446,3833,36,1796,2890,23968,19598,1102,17,-48,47212,CD1a_p,cell24013,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
24013_#160,ERS3961507,SAMEA6161496,Homo sapiens,adult,normal,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#160,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#160,sequencing assay,ERX3641143,ERR3649059,cell24013_160,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,cell24013_160,activated dendritic cell,skin,none,4368,1043354.10198892,CF03YBY3,G4,24013_#160,4375STDY7083913,Single cell G4,CD1a- CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,1258612,1043598,82.91657794,0,0.106266989,1625,6.01853317,Skin,Untreated,NIL,CD1a- CD123Int BDCA2+ cells,-11.55216903,7.524718432,G2M,cl1,cl6,cl6_subcl2_2,cl1_subcl2_1,DC1,pDC_CD123Int,1590,cell24013_160,1,78,1244,1968,-24,13,3663,37855,27824,636,-108,-22,40586,CD1a_n,cell24013,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
24013_#161,ERS3961508,SAMEA6161497,Homo sapiens,adult,normal,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#161,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#161,sequencing assay,ERX3641144,ERR3649060,cell24013_161,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,cell24013_161,activated dendritic cell,skin,none,3578,622397.855948267,CF03YBY3,G5,24013_#161,4375STDY7083914,Single cell G5,CD1a- CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,743753,623305,83.80537625,4.81305e-4,0.290700265,1428,5.794698553,Skin,Untreated,NIL,CD1a- CD123Int BDCA2+ cells,-9.951331977,6.809190515,G2M,cl1,cl6,cl6_subcl2_2,cl1_subcl2_1,DC1,pDC_CD123Int,1391,cell24013_161,1,-91,9964,1371,101,644,2121,17952,3205,809,-5,82,28239,CD1a_n,cell24013,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
24013_#162,ERS3961509,SAMEA6161498,Homo sapiens,adult,normal,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#162,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#162,sequencing assay,ERX3641145,ERR3649061,cell24013_162,dendritic cell,CD1a- CD123Int BDCA2+,skin,none,activated dendritic cell,cell24013_162,activated dendritic cell,skin,none,3665,871352.909781436,CF03YBY3,G6,24013_#162,4375STDY7083915,Single cell G6,CD1a- CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,1024851,871483,85.03509291,0,0.201278152,1470,5.940258848,Skin,Untreated,NIL,CD1a- CD123Int BDCA2+ cells,-10.88588211,7.313543235,G2M,cl1,cl6,cl6_subcl2_2,cl1_subcl2_1,DC1,pDC_CD123Int,1445,cell24013_162,1,118,4812,1636,179,368,1369,11330,8938,584,237,-141,23201,CD1a_n,cell24013,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
24013_#164,ERS3961511,SAMEA6161500,Homo sapiens,adult,normal,dendritic cell,CD1a+ CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#164,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#164,sequencing assay,ERX3641147,ERR3649063,cell24013_164,dendritic cell,CD1a+ CD123Int BDCA2+,skin,none,activated dendritic cell,cell24013_164,activated dendritic cell,skin,none,4587,814514.061555453,CF03YBY3,G8,24013_#164,4375STDY7083917,Single cell G8,CD1a+ CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,971381,814744,83.87481328,1.22738e-4,0.16397809,1829,5.911020635,Skin,Untreated,NIL,CD1a+ CD123Int BDCA2+ cells,-10.52103321,6.397908512,G2M,cl1,cl6,cl6_subcl2_2,cl1_subcl2_1,DC1,pDC_CD123Int,1786,cell24013_164,1,8196,18952,501,373,158,1157,12063,10008,882,145,118,15141,CD1a_p,cell24013,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
24013_#165,ERS3961512,SAMEA6161501,Homo sapiens,adult,normal,dendritic cell,CD1a+ CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBY3,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#165,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#165,sequencing assay,ERX3641148,ERR3649064,cell24013_165,dendritic cell,CD1a+ CD123Int BDCA2+,skin,none,activated dendritic cell,cell24013_165,activated dendritic cell,skin,none,5244,814003.494720151,CF03YBY3,G9,24013_#165,4375STDY7083918,Single cell G9,CD1a+ CD123Int BDCA2+ cells_Nil,24013,Homo sapiens,House dust mite,978919,814369,83.19064192,0,0.122489591,1716,5.910821242,Skin,Untreated,NIL,CD1a+ CD123Int BDCA2+ cells,-10.51414141,7.049185574,G2M,cl1,cl6,cl6_subcl2_2,cl1_subcl2_1,DC1,pDC_CD123Int,1649,cell24013_165,1,150871,2020,1931,8738,2774,4389,39030,16809,-62,-45,-411,34864,CD1a_p,cell24013,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
24013_#214,ERS3961567,SAMEA6161556,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#214,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#214,sequencing assay,ERX3641203,ERR3649119,cell24013_214,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,cell24013_214,monocyte,blood,none,12341,1909081.91229884,CF03YBY7,A10,24013_#214,4375STDY7083967,Single cell A10,cDC (CD11c+ HLA-DR+ cells)_Blood,24013,Homo sapiens,House dust mite,2725903,1912506,70.16045692,1.04575e-4,0.031200582,7347,6.281602403,Blood,Untreated,Blood,cDC (CD11c+ HLA-DR+ cells),3.717412868,5.28377021,G2M,cl0,cl5,cl5_subcl2_2,cl0_subcl2_2,DC1,cDC,7177,cell24013_214,1,177,114,2474,201,1239,21,1806,5070,323,370,84,1815,CD1a_n,cell24013,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1
24013_#215,ERS3961568,SAMEA6161557,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#215,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#215,sequencing assay,ERX3641204,ERR3649120,cell24013_215,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,cell24013_215,monocyte,blood,none,11170,1148111.66519661,CF03YBY7,A11,24013_#215,4375STDY7083968,Single cell A11,cDC (CD11c+ HLA-DR+ cells)_Blood,24013,Homo sapiens,House dust mite,2152236,1154456,53.63984247,8.66e-5,0.034746353,6298,6.062376972,Blood,Untreated,Blood,cDC (CD11c+ HLA-DR+ cells),1.871634144,12.22980871,G2M,cl5,cl5,cl5_subcl2_2,cl5_subcl3_2,DC1,cDC,6138,cell24013_215,1,44,-118,372,169,368,-6,3030,5032,290,149,17,1269,CD1a_n,cell24013,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1
24013_#216,ERS3961569,SAMEA6161558,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#216,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#216,sequencing assay,ERX3641205,ERR3649121,cell24013_216,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,cell24013_216,monocyte,blood,none,12697,909109.048692113,CF03YBY7,A12,24013_#216,4375STDY7083969,Single cell A12,cDC (CD11c+ HLA-DR+ cells)_Blood,24013,Homo sapiens,House dust mite,1670318,913437,54.68641301,1.09477e-4,0.07470645,7594,5.960678134,Blood,Untreated,Blood,cDC (CD11c+ HLA-DR+ cells),8.224506614,13.20970713,S,cl5,cl5,cl5_subcl2_1,cl5_subcl3_3,DC1,cDC,7423,cell24013_216,1,89,340,2697,87,1067,24,497,276,283,115,-80,1024,CD1a_n,cell24013,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1
24013_#206,ERS3961558,SAMEA6161547,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#206,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#206,sequencing assay,ERX3641194,ERR3649110,cell24013_206,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,cell24013_206,plasmacytoid dendritic cell,blood,none,12736,1057581.91666009,CF03YBY7,A2,24013_#206,4375STDY7083959,Single cell A2,pDC (CD123Hi BDCA2+ cells)_Blood,24013,Homo sapiens,House dust mite,1680042,1060234,63.10758898,0,0.068802222,7590,6.025401764,Blood,Untreated,Blood,pDC (CD123Hi BDCA2+ cells),13.90627747,-8.72343718,S,cl2,cl1,cl1_subcl2_1,cl2_subcl2_2,DC6,pDC_CD123Hi,7386,cell24013_206,1,69,-202,463,270,-56,768,142,27361,-50,109,-220,1506,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
24013_#207,ERS3961559,SAMEA6161548,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#207,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#207,sequencing assay,ERX3641195,ERR3649111,cell24013_207,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,cell24013_207,plasmacytoid dendritic cell,blood,none,12517,1825281.61855764,CF03YBY7,A3,24013_#207,4375STDY7083960,Single cell A3,pDC (CD123Hi BDCA2+ cells)_Blood,24013,Homo sapiens,House dust mite,2840806,1833762,64.55076482,0,0.022470777,7330,6.263342876,Blood,Untreated,Blood,pDC (CD123Hi BDCA2+ cells),15.5987638,-6.666271415,S,cl2,cl1,cl1_subcl2_2,cl2_subcl2_2,DC6,pDC_CD123Hi,7145,cell24013_207,1,107,78,-121,633,-245,722,364,38082,-34,136,-114,2753,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0
